Ticker,Month,Mean Return,Standard Deviation,Count,Positive Probability,Kelly Size
SPY,Jan,0.12010566655169767,4.406630191891612,23.0,0.4583333333333333,-19.415205990868394
SPY,Feb,-0.4267496378566193,4.401930379561577,24.0,0.5,5.65750921508755
SPY,Mar,1.3555722149851102,4.649278621774367,24.0,0.7083333333333334,-0.29201145319094535
SPY,Apr,2.0199839019905736,4.871535441963069,24.0,0.75,0.14708239293856973
SPY,May,0.48327638492977704,3.525544022617605,24.0,0.6666666666666666,-1.7650295169639407
SPY,Jun,-0.32035236106086235,3.96672649846178,24.0,0.5833333333333334,5.74266071340655
SPY,Jul,1.6517285836101736,3.9023721594283893,24.0,0.6666666666666666,-0.12086630498315032
SPY,Aug,0.20398499805832038,3.6913576846475196,24.0,0.625,-6.161083020414338
SPY,Sep,-1.5320401881299432,5.029794689677559,24.0,0.5,2.141534839832461
SPY,Oct,1.425635591196609,5.781813846100087,24.0,0.625,-0.8958516157117458
SPY,Nov,2.373920392801651,4.44647853036142,24.0,0.75,0.28173676928633445
SPY,Dec,0.7935071739567224,3.5912956897608135,24.0,0.6666666666666666,-0.8419505236284447
QQQ,Jan,0.9249384621957317,6.25476059694124,23.0,0.5833333333333334,-2.234313845635437
QQQ,Feb,-0.495492076156453,8.083714363601977,24.0,0.4166666666666667,9.933468796001936
QQQ,Mar,1.284093788937738,5.8930834765600935,24.0,0.6666666666666666,-0.8630978846270326
QQQ,Apr,1.7351485088760354,7.966009031005249,24.0,0.625,-1.0966125140562173
QQQ,May,0.7900321424472422,6.065331340322715,24.0,0.5833333333333334,-2.6155509348088297
QQQ,Jun,0.15130656330096795,5.8804423994684125,24.0,0.5416666666666666,-17.271194240509725
QQQ,Jul,2.2616107089655033,5.601018576778668,24.0,0.75,0.13085956232707896
QQQ,Aug,0.8193321048250417,5.712432854187696,24.0,0.5416666666666666,-2.6538609784532308
QQQ,Sep,-2.36866616483975,7.738034980292728,24.0,0.4166666666666667,2.3223188035136806
QQQ,Oct,2.8720535339813353,7.968573412155713,24.0,0.625,-0.41544544929356886
QQQ,Nov,2.256150950360513,8.078777712371473,24.0,0.75,-0.14519472434685232
QQQ,Dec,-0.37683261215622005,4.7834230831759905,24.0,0.5,6.846880456823321
TQQQ,Jan,7.149783314254751,18.779356237688944,13.0,0.6153846153846154,-0.3948319191203771
TQQQ,Feb,3.0816827299661615,12.930887427973078,13.0,0.5,-1.5980238008010423
TQQQ,Mar,4.168019239643038,17.471904738405023,14.0,0.6428571428571429,-0.854248705084241
TQQQ,Apr,4.452442189288598,18.038062535016724,14.0,0.5714285714285714,-1.164831642772674
TQQQ,May,1.9730533531544796,16.153983848680856,14.0,0.5714285714285714,-2.937415182887734
TQQQ,Jun,1.0954489833963528,15.550898055195393,14.0,0.5,-6.597956313301358
TQQQ,Jul,13.858312003584341,10.234102166356102,14.0,1.0,1.0
TQQQ,Aug,1.191172498626295,16.791588040639564,14.0,0.5,-6.548344408557222
TQQQ,Sep,-2.9901682158343825,17.753282907253986,14.0,0.35714285714285715,4.17392636305247
TQQQ,Oct,7.40380532614622,18.428797860037843,14.0,0.6428571428571429,-0.24610646862505647
TQQQ,Nov,8.545726769781973,12.758324363991385,14.0,0.7857142857142857,0.46579689038004707
TQQQ,Dec,0.04490750743664914,13.673106225796587,14.0,0.5714285714285714,-129.9168350327156
SQQQ,Jan,-6.593935512840694,16.671649475176842,13.0,0.3076923076923077,2.05807508784633
SQQQ,Feb,-4.608947386166523,10.250707180469048,13.0,0.2857142857142857,1.8743489753424156
SQQQ,Mar,-8.932941237266876,11.05489845575625,14.0,0.21428571428571427,1.186640889708994
SQQQ,Apr,-4.354955251500014,18.318756120145025,14.0,0.21428571428571427,3.519327339031764
SQQQ,May,-2.776823953658574,15.545508020209281,14.0,0.35714285714285715,3.9560533523392327
SQQQ,Jun,-2.203713737247748,14.150968228031324,14.0,0.5,3.7107092651935556
SQQQ,Jul,-13.301621953721561,8.009452699106884,14.0,0.0,0.6021410567051922
SQQQ,Aug,-2.5746980129842254,13.386075570289114,14.0,0.5,3.0995428401278544
SQQQ,Sep,2.8332909973723552,15.90823245950824,14.0,0.6428571428571429,-1.3624122057380594
SQQQ,Oct,-7.604603201233347,16.31893733601866,14.0,0.35714285714285715,1.7366685408230096
SQQQ,Nov,-9.491466021296734,9.750244246163119,14.0,0.07142857142857142,1.025316854678528
SQQQ,Dec,-0.7270916506111106,13.682275963001397,14.0,0.35714285714285715,12.454309460507554
SOXL,Jan,9.196211690657321,25.417724841418238,13.0,0.6153846153846154,-0.4476670350968366
SOXL,Feb,8.26869764532288,12.70993796859769,13.0,0.7692307692307693,0.414511956916113
SOXL,Mar,0.4455556789879211,20.82037185752483,13.0,0.5,-22.864500599361975
SOXL,Apr,-2.9624005784438525,21.6620526192186,14.0,0.35714285714285715,5.057926862028202
SOXL,May,9.360990277255553,25.94572136532377,14.0,0.7142857142857143,-0.0776244391995341
SOXL,Jun,-1.8658509109179062,23.580193776690574,14.0,0.42857142857142855,7.65015401321344
SOXL,Jul,9.496948522387497,19.093756566327446,14.0,0.6428571428571429,-0.07518389502078504
SOXL,Aug,-4.458418304302592,18.397393172365394,14.0,0.5,2.563219724651118
SOXL,Sep,-1.2465751050125025,20.45463100568764,14.0,0.35714285714285715,10.905569176294804
SOXL,Oct,6.452451726398061,21.45869659306792,14.0,0.5714285714285714,-0.8538566758127524
SOXL,Nov,20.177878564124622,23.194985379094003,14.0,0.8571428571428571,0.6929249325805618
SOXL,Dec,4.031780082565729,17.949801525159497,14.0,0.5714285714285714,-1.336605082360332
TSLL,Jan,61.600009621556715,,1.0,1.0,
TSLL,Feb,27.722750270617325,,1.0,1.0,
TSLL,Mar,-0.46346772254175495,,1.0,0.0,
TSLL,Apr,-30.49256112672919,,1.0,0.0,
TSLL,May,36.55793750499363,,1.0,1.0,
TSLL,Jun,43.58937302189374,,1.0,1.0,
TSLL,Jul,1.8150510042682422,,1.0,1.0,
TSLL,Aug,-6.508196345608019,,1.0,0.0,
TSLL,Sep,-6.177591779859421,0.6308196720633361,2.0,0.0,0.1021141724061429
TSLL,Oct,-25.68887290499427,4.990714859430955,2.0,0.0,0.19427535329744622
TSLL,Nov,3.107908452758334,36.416749669238385,2.0,0.5,-5.3587230323527955
TSLL,Dec,-23.19177412396212,39.38380367830564,2.0,0.5,1.3490899287781017
NVDL,Jan,52.21335014477779,,1.0,1.0,
NVDL,Feb,27.365079804540816,,1.0,1.0,
NVDL,Mar,29.5185829910543,,1.0,1.0,
NVDL,Apr,-0.9770621570324045,,1.0,0.0,
NVDL,May,55.619913005360935,,1.0,1.0,
NVDL,Jun,16.140583957428547,,1.0,1.0,
NVDL,Jul,15.072397326674803,,1.0,1.0,
NVDL,Aug,6.858495686038846,,1.0,1.0,
NVDL,Sep,-18.106352514103886,,1.0,0.0,
NVDL,Oct,-10.512677571883577,,1.0,0.0,
NVDL,Nov,21.88858317657243,,1.0,1.0,
NVDL,Dec,7.813688129153329,,1.0,0.5,
